Neuron Name	Soma_Surface_total_sum	N_stems_total_sum	
P22-DEV147.ASC	597.91	3.0	
P36-DEV285.ASC	572.64	6.0	
P36-DEV6.ASC	1408.23	5.0	
P17-DEV282.ASC	621.53	4.0	
P18-DEV123.ASC	512.57	10.0	
P6-DEV260.ASC	220.85	4.0	
P8-DEV66.ASC	1606.0	12.0	
P38-DEV290.ASC	810.73	3.0	
P31-DEV186.ASC	1567.21	2.0	
P8-DEV53.ASC	1286.58	7.0	
P42-DEV368.ASC	1824.65	9.0	
P31-DEV346.ASC	1687.77	4.0	
P9-DEV304.ASC	1408.27	3.0	
P18-DEV125.ASC	431.67	6.0	
P4-DEV50.ASC	955.79	4.0	
P40-DEV360.ASC	79.92	5.0	
P44-DEV203.ASC	1826.64	2.0	
P32-DEV133.ASC	1108.93	4.0	
P31-DEV85.ASC	1123.46	3.0	
P44-DEV291.ASC	1363.1	6.0	
P20-DEV139.ASC	1182.24	8.0	
P4-DEV251.ASC	684.85	3.0	
P14-DEV327.ASC	683.9	5.0	
P12-DEV175.ASC	336.97	2.0	
P36-DEV286.ASC	1540.62	2.0	
P18-DEV339.ASC	614.96	6.0	
P44-DEV202.ASC	2206.92	11.0	
P31-DEV92.ASC	1620.24	4.0	
P15-DEV28.ASC	1380.87	2.0	
P40-DEV365.ASC	818.48	2.0	
P36-DEV3.ASC	1247.08	3.0	
P17-DEV164.ASC	335.68	9.0	
P22-DEV73.ASC	2160.66	8.0	
P44-DEV101.ASC	1751.35	3.0	
P18-DEV229.ASC	1047.61	3.0	
P18-DEV338.ASC	1312.13	5.0	
P28-DEV242.ASC	1168.66	2.0	
P18-DEV340.ASC	134.94	7.0	
P11-DEV270.ASC	996.92	2.0	
P12-DEV319.ASC	2815.37	9.0	
P4-DEV253.ASC	130.14	6.0	
P4-DEV45.ASC	710.12	4.0	
P10-DEV321.ASC	1507.27	7.0	
P17-DEV244.ASC	1015.45	2.0	
P8-DEV153.ASC	821.12	3.0	
P9-DEV312.ASC	1240.25	7.0	
P12-DEV181.ASC	621.29	3.0	
P44-DEV108.ASC	1132.33	7.0	
P11-DEV271.ASC	1932.27	4.0	
P38-DEV162.ASC	1497.48	2.0	
P10-DEV323.ASC	1189.89	4.0	
P44-DEV192.ASC	1107.74	6.0	
P14-DEV280.ASC	882.44	3.0	
P10-DEV326.ASC	757.78	7.0	
P14-DEV234.ASC	898.03	3.0	
P12-DEV176.ASC	219.27	6.0	
P4-DEV258.ASC	1047.01	2.0	
P18-DEV120.ASC	590.51	7.0	
P12-DEV184.ASC	1019.1	2.0	
P4-DEV46.ASC	1163.73	4.0	
P42-DEV375.ASC	1027.0	2.0	
P0-DEV154.ASC	593.03	1.0	
P9-DEV311.ASC	236.8	6.0	
P12-DEV274.ASC	550.02	3.0	
P40-DEV359.ASC	202.06	7.0	
P8-DEV56.ASC	1499.6	3.0	
P9-DEV302.ASC	1525.07	3.0	
P14-DEV335.ASC	1064.34	6.0	
P44-DEV116.ASC	1849.87	5.0	
P42-DEV367.ASC	984.98	3.0	
P12-DEV185.ASC	195.34	7.0	
P31-DEV353.ASC	127.36	3.0	
P44-DEV200.ASC	1225.11	3.0	
P44-DEV205.ASC	2279.4	3.0	
P8-DEV64.ASC	830.75	10.0	
P32-DEV134.ASC	1976.35	5.0	
P22-DEV75.ASC	1161.66	10.0	
P6-DEV261.ASC	417.17	2.0	
P32-DEV131.ASC	1057.96	5.0	
P36-DEV4.ASC	1596.76	10.0	
P14-DEV25.ASC	1622.28	7.0	
P44-DEV190.ASC	3368.22	2.0	
P44-DEV198.ASC	2244.71	5.0	
P1-DEV232.ASC	2442.73	1.0	
P32-DEV136.ASC	549.24	9.0	
P40-DEV364.ASC	768.39	3.0	
P44-DEV195.ASC	344.96	4.0	
P14-DEV329.ASC	2438.23	6.0	
P9-DEV309.ASC	417.73	9.0	
P4-DEV247.ASC	471.67	3.0	
P44-DEV191.ASC	1030.8	3.0	
P22-DEV74.ASC	1829.77	14.0	
P31-DEV81.ASC	1669.7	7.0	
P15-DEV143.ASC	956.95	3.0	
P6-DEV238.ASC	2627.35	8.0	
P31-DEV91.ASC	934.75	4.0	
P10-DEV324.ASC	1231.08	8.0	
P15-DEV17.ASC	810.57	10.0	
P18-DEV380.ASC	1393.58	9.0	
P14-DEV332.ASC	880.67	6.0	
P0-DEV155.ASC	737.86	3.0	
P6-DEV259.ASC	390.98	3.0	
P44-DEV292.ASC	1269.08	7.0	
P14-DEV278.ASC	1578.44	7.0	
P17-DEV168.ASC	758.34	2.0	
P12-DEV183.ASC	528.75	8.0	
P36-DEV14.ASC	1085.55	3.0	
P31-DEV187.ASC	1572.66	2.0	
P31-DEV283.ASC	732.84	3.0	
P18-DEV343.ASC	790.28	2.0	
P15-DEV328.ASC	855.55	8.0	
P31-DEV79.ASC	1520.28	2.0	
P17-DEV169.ASC	1318.46	3.0	
P6-DEV263.ASC	867.77	4.0	
P44-DEV194.ASC	306.1	6.0	
P18-DEV341.ASC	101.67	6.0	
P18-DEV228.ASC	1644.33	5.0	
P10-DEV318.ASC	1588.23	9.0	
P31-DEV352.ASC	244.13	6.0	
P36-DEV13.ASC	879.14	5.0	
P31-DEV80.ASC	4849.22	7.0	
P8-DEV52.ASC	974.24	4.0	
P14-DEV279.ASC	272.63	8.0	
P31-DEV77.ASC	1164.67	8.0	
P40-DEV356.ASC	960.98	10.0	
P31-DEV348.ASC	859.87	3.0	
P4-DEV257.ASC	450.91	3.0	
P31-DEV86.ASC	2560.35	3.0	
P5-DEV385.ASC	1991.85	4.0	
P28-DEV239.ASC	185.92	6.0	
P9-DEV306.ASC	1149.17	3.0	
P5-DEV299.ASC	472.61	5.0	
P15-DEV142.ASC	278.39	10.0	
P17-DEV163.ASC	312.38	6.0	
P40-DEV366.ASC	1208.69	3.0	
P28-DEV241.ASC	622.39	2.0	
P18-DEV226.ASC	829.04	3.0	
P10-DEV322.ASC	1306.14	6.0	
P44-DEV106.ASC	1189.34	6.0	
P14-DEV334.ASC	1235.36	9.0	
P18-DEV129.ASC	1079.33	6.0	
P11-DEV272.ASC	1221.41	7.0	
P4-DEV255.ASC	603.22	3.0	
P6-DEV268.ASC	749.34	2.0	
Nigra2a955-1.CNG.swc	2040.06	4.0	
p21.CNG.swc	1291.34	7.0	
p22.CNG.swc	1470.9	7.0	
Nigra24a953-1.CNG.swc	2194.8	5.0	
p18.CNG.swc	1469.43	8.0	
pds.CNG.swc	1359.27	11.0	
pjs.CNG.swc	1904.3	9.0	
Nigra12h945-1.CNG.swc	1816.9	4.0	
v_e_purk3.CNG.swc	0.0	1.0	
v_e_purk1.CNG.swc	0.0	1.0	
par.CNG.swc	3067.02	6.0	
v_e_purk2.CNG.swc	0.0	1.0	
Nigra11h941-1.CNG.swc	1553.61	3.0	
p20.CNG.swc	1118.58	1.0	
p19.CNG.swc	1424.03	1.0	
lcAS3.CNG.swc	554.13	7.0	
2002-04-04-A-L23-dendax.asc	388.03	7.0	
2002-04-03-A-L23dend.asc	405.41	3.0	
2001-10-02-B-L23-dendax.asc	561.22	7.0	
2001-10-11-C-L23-dendax.asc	778.49	8.0	
2001-05-18-A-L23-dendax.asc	1767.12	6.0	
2001-11-08-A-L23-dendax.asc	320.53	1.0	
2004-02-16-C-L23dendax.asc	681.37	8.0	
2001-09-20-A-L23dend.asc	482.26	5.0	
2001-11-09-B-L23-dendax.asc	546.59	4.0	
2001-07-10-B-L23-dendax.asc	725.49	7.0	
2003-12-03-D1-L23dend.asc	920.61	5.0	
2001-11-13-A-L23-dendax.asc	409.36	7.0	
2001-06-26-D-L23-dendax.asc	798.95	10.0	
2001-10-09-A-L23-dendax.asc	730.57	6.0	
2001-09-19-A-L23-dendax.asc	381.4	1.0	
2002-03-26-A-L23-dendax.asc	711.99	5.0	
2002-12-09-B-L23-dendax.asc	1067.29	5.0	
2002-03-25-B-L23-dendax.asc	791.92	6.0	
2002-12-10-A-L23-dendax.asc	626.55	5.0	
2001-10-01-A-L23-dendax.asc	880.86	1.0	
2002-11-26-A-L23dend.asc	453.36	3.0	
2003-02-24-A2-L23-dendax.asc	1001.1	7.0	
2003-12-02-B-L23-dendax.asc	727.22	12.0	
2003-12-03-C-L23-dendax.asc	747.24	6.0	
2001-05-29-B-L23-dendax.asc	726.84	8.0	
2001-11-09-A-L23-dendax.asc	1093.05	6.0	
2002-12-09-C-L23dend.asc	402.66	2.0	
2001-11-14-A-L23-dendax.asc	1106.78	4.0	
2003-03-19-A-L23-dendax.asc	1516.95	9.0	
2001-09-18-C-L23-dendax.asc	782.01	4.0	
2001-09-25-B-L23-dendax.asc	656.02	7.0	
2004-02-12-C-L23-dendax.asc	849.66	8.0	
2001-10-10-A-L23-dendax.asc	444.29	3.0	
2001-09-10-A-L23-dendax.asc	547.87	8.0	
2003-02-15-A-L23-dendax.asc	1422.57	10.0	
2001-05-30-B-L23-dendax.asc	501.39	4.0	
2003-02-21-A-L23-dendax.asc	728.16	7.0	
2001-11-12-A-L23dend.asc	761.65	4.0	
2004-02-14-B-L23-dendax.asc	1198.65	11.0	
2003-12-02-C-L23dend.asc	793.16	5.0	
2004-02-14-A-L23dendax.asc	699.51	6.0	
2003-03-20-B-L23-dendax.asc	1349.24	11.0	
2001-11-06-A-L23-dendax.asc	766.07	6.0	
2002-11-27-A-L23-dendax.asc	1780.5	6.0	
2004-02-16-B-L23dendax.asc	943.89	8.0	
2003-12-03-B2-L23-dendax.asc	554.07	4.0	
2003-12-03-B1-L23-dendax.asc	750.13	6.0	
2002-11-25-A-L23-dendax.asc	760.3	6.0	
2001-09-26-A-L23-dendax.asc	419.28	5.0	
2004-02-16-A-L23dendax.asc	906.31	8.0	
2001-10-04-A-L23-dendax.asc	427.47	4.0	
2003-12-03-D2-L23-dendax.asc	428.15	5.0	
2003-12-02-A-L23-dendax.asc	638.42	4.0	
2003-12-01-A-L23-dendax.asc	1051.8	7.0	
2001-09-12-A-L23-dendax.asc	583.92	4.0	
2002-12-09-A-L23-dendax.asc	629.6	4.0	
2002-12-02-A-L23-dendax.asc	1457.26	10.0	
2001-09-27-A-L23dend.asc	646.25	2.0	
2004-02-12-B-L23-dendax.asc	1127.67	7.0	
2003-02-24-A1-L23-dendax.asc	841.5	3.0	
2001-10-08-A-L23-dendax.asc	661.6	7.0	
2001-07-05-C-L23dend.asc	439.42	3.0	
2003-03-24-B-L23-dendax.asc	664.84	4.0	
2002-11-28-A-L23-dendax.asc	481.48	4.0	
EC2-609291-4.CNG.swc	1557.01	10.0	
EC3-60126.CNG.swc	1630.15	11.0	
EC3-80604.CNG.swc	974.03	9.0	
EC5-609202-2.CNG.swc	820.88	9.0	
EC2-705302-2.CNG.swc	753.46	12.0	
AK146sd.CNG.swc	799.38	8.0	
AK137sdaxlay.CNG.swc	918.34	6.0	
AKO60sdax2lay.CNG.swc	1335.47	5.0	
BC143ax2.CNG.swc	1336.1	4.0	
AK160lay.CNG.swc	668.3	5.0	
AK123.CNG.swc	832.46	7.0	
BC126.CNG.swc	686.44	9.0	
BC131sdaxlay.CNG.swc	385.33	4.0	
TG073axEndLayers.CNG.swc	488.93	3.0	
AK163lay.CNG.swc	990.25	8.0	
Ki621-fp.CNG.swc	365.0	2.0	
Ki710-a-fp.CNG.swc	798.01	2.0	
Ki669-fp.CNG.swc	480.46	2.0	
Ki702-fp.CNG.swc	1021.14	2.0	
Ki704-1a.CNG.swc	395.8	2.0	
Ki623-fp.CNG.swc	1294.85	2.0	
Ki689-2.CNG.swc	683.49	3.0	
Ki713-fp.CNG.swc	714.76	2.0	
Ki661-fp.CNG.swc	606.77	4.0	
Ki667.CNG.swc	879.75	3.0	
Ki615-fp.CNG.swc	503.88	3.0	
Ki715-fp.CNG.swc	895.68	2.0	
Ki757-3.CNG.swc	308.19	2.0	
Ki666-fp.CNG.swc	786.92	2.0	
Ki704-1.CNG.swc	640.51	2.0	
Ki620-fp.CNG.swc	1298.3	7.0	
Ki757-1.CNG.swc	1095.58	2.0	
Ki643-fp.CNG.swc	1122.83	2.0	
Ki700-fp.CNG.swc	420.06	2.0	
Ki662-fp.CNG.swc	602.25	2.0	
Ki718-fp.CNG.swc	769.14	2.0	
Ki691.CNG.swc	470.39	2.0	
Ki689.CNG.swc	1151.52	2.0	
Ki710-b-fp.CNG.swc	809.04	2.0	
Ki756-1.CNG.swc	853.98	2.0	
Ki632-fp.CNG.swc	1544.45	2.0	
Ki756-2.CNG.swc	578.15	2.0	
Ki690.CNG.swc	516.74	4.0	
Ki679-fp.CNG.swc	602.3	3.0	
Ki714-1b.CNG.swc	843.69	3.0	
Ki634-fp.CNG.swc	569.66	4.0	
Ki701b-fp.CNG.swc	523.15	3.0	
Ki757-2.CNG.swc	423.4	3.0	
Ki701a-fp.CNG.swc	957.07	3.0	
Ki663-a-fp.CNG.swc	774.1	5.0	
Ki711-fp.CNG.swc	679.56	4.0	
Ki714-1a.CNG.swc	852.77	2.0	
Ki660-fp.CNG.swc	1151.1	2.0	
Ki663-b-fp.CNG.swc	604.95	5.0	
Ki684-fp.CNG.swc	989.43	2.0	
Ki706-fp.CNG.swc	634.05	5.0	
cc08lamxxcel02pp.CNG.swc	NA	NA	
cc17lamxcel02pp.CNG.swc	NA	NA	
cc07lam06cel01pa.CNG.swc	NA	NA	
cc11lamxxcel01pp.CNG.swc	NA	NA	
cc10lam12cel5pa.CNG.swc	NA	NA	
cc16lamxcel01pp.CNG.swc	NA	NA	
cc11lam04cel01pp.CNG.swc	NA	NA	
cc09lamxxcel02pa.CNG.swc	NA	NA	
cc11lam05cel02pp.CNG.swc	NA	NA	
cc11lam05cel01pp.CNG.swc	NA	NA	
cc11lam12celo1pp.CNG.swc	NA	NA	
cc09lamxcel01pa.CNG.swc	NA	NA	
cc17lamxxcel03pp.CNG.swc	NA	NA	
pv06lam06cel02pa.CNG.swc	NA	NA	
cc11lam12cel02pp.CNG.swc	NA	NA	
cc17lamx5cel02pp.CNG.swc	NA	NA	
cc10lam16cel02pa.CNG.swc	NA	NA	
cc17lamx5cel03pp.CNG.swc	NA	NA	
cc08lamx4cel02pp.CNG.swc	NA	NA	
cc17lamxxxcel04pp-sb.CNG.swc	NA	NA	
cc17lamx6cel02pp.CNG.swc	NA	NA	
cc11lam07cel03pp.CNG.swc	NA	NA	
cc09lamxxxxcel01pa.CNG.swc	NA	NA	
cc08lamxxcel01pp.CNG.swc	NA	NA	
cc16lamxxxcel01pp.CNG.swc	NA	NA	
pv06cel03lam06pa.CNG.swc	NA	NA	
cc09lamx5cel01pa.CNG.swc	NA	NA	
cc10lam12cel03pa.CNG.swc	NA	NA	
cc11lam07cel01pp.CNG.swc	NA	NA	
cc17lamxcel01pp.CNG.swc	NA	NA	
cc08lamxxxcel01pp.CNG.swc	NA	NA	
cco6lam06cel05pa.CNG.swc	NA	NA	
cc05lam03cel01pa.CNG.swc	NA	NA	
cc17lamxxcel02pp.CNG.swc	NA	NA	
cc17lamxxxcel03pp.CNG.swc	NA	NA	
cc10lam05cel02pa.CNG.swc	NA	NA	
cc08lamxcel02pp.CNG.swc	NA	NA	
cc07lam03cel02.CNG.swc	NA	NA	
cc10lam12cel04pa.CNG.swc	NA	NA	
cc10lam14cel4pa.CNG.swc	NA	NA	
cco8lamxcel01pp.CNG.swc	NA	NA	
cc10lam16cel01pa.CNG.swc	NA	NA	
cc17lamxxxcel02pp.CNG.swc	NA	NA	
cc10lam08cel01pa.CNG.swc	NA	NA	
cc09lamxxxcel02pa.CNG.swc	NA	NA	
cc10lam04cel01pa.CNG.swc	NA	NA	
cc10lam05cel01pa.CNG.swc	NA	NA	
cc17lamxxcel01pp.CNG.swc	NA	NA	
cc10lam06cel01.CNG.swc	NA	NA	
cc09lamxxcel01pa.CNG.swc	NA	NA	
cc11lam04cel02pp.CNG.swc	NA	NA	
cc10lam12cel01pa.CNG.swc	NA	NA	
cc08lamx5cel01pp.CNG.swc	NA	NA	
cc11lam07cel02pp.CNG.swc	NA	NA	
cc10lam07cel02pa.CNG.swc	NA	NA	
cc17lamx5cel01pp.CNG.swc	NA	NA	
pv06lam6cel01pa.CNG.swc	NA	NA	
cc10lam3cel-01.CNG.swc	NA	NA	
pv06cel01pa.CNG.swc	NA	NA	
cc07lam03cel01.CNG.swc	NA	NA	
cc09lamxxxcel01pa.CNG.swc	NA	NA	
cc06lam06cel04pa.CNG.swc	NA	NA	
cc17laxcel03pp.CNG.swc	NA	NA	
cc17lamx6cel01p-sb.CNG.swc	NA	NA	
cc10lam07cel01pa.CNG.swc	NA	NA	
cc16lamxxcel02pp.CNG.swc	NA	NA	
cc16lamxxxcel02pp.CNG.swc	NA	NA	
cc09lamxxxxcel02pa.CNG.swc	NA	NA	
cc10lam03cel-02pa.CNG.swc	NA	NA	
cc10lam14cel01pa.CNG.swc	NA	NA	
cc08lamxxcel03pp.CNG.swc	NA	NA	
cc08lamxxxxcel01pp.CNG.swc	NA	NA	
cc10lam14cel02pa.CNG.swc	NA	NA	
cc10lam12cel02pa.CNG.swc	NA	NA	
cc16lamxcel01nova.CNG.swc	NA	NA	
cc10lam04cel2pa.CNG.swc	NA	NA	
cc10lam14cel03pa.CNG.swc	NA	NA	
cc16lamxxcel01pp.CNG.swc	NA	NA	
cc08lamx4cel01pp-sb.CNG.swc	NA	NA	
cc09lamxxxxcel03pa.CNG.swc	NA	NA	
cc17lamxxxcel01pp.CNG.swc	NA	NA	
5Tmn2.CNG.swc	2877.86	6.0	
5Tmn1.CNG.swc	3042.51	8.0	
09AF01.CNG.swc	NA	NA	
27moton.CNG.swc	5215.7	6.0	
08AF02.CNG.swc	NA	NA	
13moton.CNG.swc	15859.1	7.0	
08AF05.CNG.swc	NA	NA	
09AF11.CNG.swc	NA	NA	
27rs-ax.CNG.swc	NA	NA	
06AF02.CNG.swc	NA	NA	
13rs-ax.CNG.swc	NA	NA	
03b_pyramidal3aFI.ASC	2616.17	6.0	
11a_pyramidal16aACC.ASC	1083.16	6.0	
02b_pyramidal1aACC.ASC	1232.08	7.0	
06a_pyramidal11aACC.ASC	3827.09	5.0	
04b_pyramidal6aFI.ASC	2778.15	6.0	
03b_spindle7aACC.ASC	4564.39	2.0	
05b_pyramidal9aACC.ASC	12190.5	7.0	
07b_spindle9aACC.ASC	2148.73	2.0	
12a_spindle19aACC.ASC	1243.84	4.0	
07b_pyramidal14aACC.ASC	8824.78	7.0	
28o_spindle20aFI.ASC	3070.53	2.0	
28o_spindle21aFI.ASC	1513.52	3.0	
25o_spindle17aFI.ASC	1918.04	3.0	
29o_spindle22aFI.ASC	4474.05	2.0	
03a_spindle6aFI.ASC	2945.89	3.0	
05b_pyramidal8aFI.ASC	2361.28	5.0	
06b_pyramidal12aACC.ASC	4656.75	7.0	
03a_pyramidal9aFI.ASC	1994.46	7.0	
04a_pyramidal5aACC.ASC	5907.61	6.0	
16o_spindle13aFI.ASC	1910.97	2.0	
07a_pyramidal13aACC.ASC	6150.83	6.0	
25o_pyramidal18aFI.ASC	1918.04	3.0	
10a_pyramidal15aACC.ASC	1168.67	4.0	
06b_pyramidal10aFI.ASC	2751.49	6.0	
08a_spindle13aACC.ASC	1305.14	2.0	
05b_pyramidal7aFI.ASC	2151.23	5.0	
24o_pyramidal17aFI.ASC	3349.02	7.0	
15o_spindle12aFI.ASC	3999.06	3.0	
04b_spindle3aFI.ASC	2241.21	3.0	
05a_pyramidal10aACC.ASC	11783.1	4.0	
03a_spindle2aFI.ASC	1646.78	2.0	
03b_pyramidal3aACC.ASC	2375.27	4.0	
19o_spindle14aFI.ASC	1358.13	2.0	
04b_pyramidal5aFI.ASC	2592.52	5.0	
09o_spindle8aFI.ASC	1445.25	2.0	
20o_pyramidal15aFI.ASC	2188.91	6.0	
31o_pyramidal19aFI.ASC	4610.43	8.0	
03b_spindle6aACC.ASC	3908.51	3.0	
03b_pyramidal4aFI.ASC	3001.14	7.0	
03b_spindle5aACC.ASC	2495.01	2.0	
13o_spindle10aFI.ASC	3323.22	3.0	
04b_pyramidal7aACC.ASC	6437.24	7.0	
03b_spindle4aACC.ASC	1790.89	2.0	
21o_spindle15aFI.ASC	1859.82	2.0	
11o_pyramidal12aFI.ASC	4748.08	7.0	
12o_spindle9aFI.ASC	2700.59	2.0	
23o_spindle16aFI.ASC	1317.37	2.0	
30o_spindle23aFI.ASC	2360.44	3.0	
08o_pyramidal11aFI.ASC	3282.59	9.0	
05b_spindle5aFI.ASC	1719.57	2.0	
26o_spindle18aFI.ASC	3999.93	2.0	
09o_spindle7aFI.ASC	2206.59	3.0	
04a_pyramidal4aACC.ASC	9049.37	8.0	
18o_pyramidal14aFI.ASC	4719.79	6.0	
05a_pyramidal8aACC.ASC	10804.3	7.0	
04b_pyramidal6aACC.ASC	19154.59	9.0	
02b_pyramidal1aFI.ASC	2126.31	6.0	
03b_pyramidal9aFI.ASC	1457.21	5.0	
02a_pyramidal2aFI.ASC	1996.46	4.0	
27o_spindle19aFI.ASC	2137.33	4.0	
22o_pyramidal16aFI.ASC	1937.24	5.0	
10a_spindle18aACC.ASC	923.62	2.0	
06b_spindle8aACC.ASC	6438.4	2.0	
17o_pyramidal13aFI.ASC	3126.36	8.0	
03b_pyramidal2aACC.ASC	706.03	4.0	
030620DS1.CNG.swc	1333.45	6.0	
040112DS1-lower.CNG.swc	1259.24	5.0	
030627DS3.CNG.swc	1573.14	7.0	
IF3_150300.CNG.swc	1013.0	5.0	
IF1_210301.CNG.swc	872.05	7.0	
DS1_110401_wL.CNG.swc	635.31	4.0	
DS1_290802.CNG.swc	537.41	3.0	
040113DS3.CNG.swc	1215.19	7.0	
040112DS2.CNG.swc	866.36	6.0	
030401DS1.CNG.swc	965.25	8.0	
DS1_130900_wL.CNG.swc	719.53	4.0	
030604DS1.CNG.swc	1064.71	5.0	
030220DS1.CNG.swc	920.73	7.0	
DS1_170501.CNG.swc	706.29	2.0	
DS2_100101.CNG.swc	689.18	4.0	
IF2_080501.CNG.swc	1029.4	8.0	
DS3_100101_wL.CNG.swc	744.17	6.0	
DS2_120601_wL.CNG.swc	771.41	3.0	
DS1_220301.CNG.swc	740.61	4.0	
030319DS1.CNG.swc	1262.97	6.0	
DS1_200900.CNG.swc	498.87	6.0	
030602DS2.CNG.swc	2240.98	7.0	
DS1_120900.CNG.swc	1025.97	6.0	
DS1_050601_wL.CNG.swc	957.66	4.0	
040112DS1-upper.CNG.swc	893.47	4.0	
DS2_030701_wL.CNG.swc	752.27	7.0	
030313DS2.CNG.swc	1273.01	5.0	
030627DS1.CNG.swc	990.66	7.0	
DS2_220301.CNG.swc	785.48	3.0	
IF1_300300.CNG.swc	889.86	5.0	
030321DS1.CNG.swc	1363.07	8.0	
030618DS1.CNG.swc	909.04	4.0	
DS2_280601.CNG.swc	592.07	4.0	
DS1_160800.CNG.swc	909.32	6.0	
DS2_200900.CNG.swc	426.22	4.0	
IF1_030400.CNG.swc	838.13	5.0	
DS1_270701.CNG.swc	627.32	5.0	
030603DS2.CNG.swc	1413.2	8.0	
IF3_040400.CNG.swc	926.57	5.0	
DS1_260701.CNG.swc	474.25	7.0	
DS1_280601.CNG.swc	1182.32	4.0	
030625DS2.CNG.swc	996.77	7.0	
030604DS3.CNG.swc	592.67	4.0	
DS3_030701.CNG.swc	719.17	5.0	
IF3_261199.CNG.swc	1058.19	7.0	
IF1_190301.CNG.swc	956.56	4.0	
IF3_221199.CNG.swc	993.27	8.0	
030324DS4.CNG.swc	1772.04	6.0	
030625DS1.CNG.swc	1277.39	8.0	
DS1_260701_wL.CNG.swc	476.21	6.0	
030213DS5.CNG.swc	1520.37	4.0	
030213DS3.CNG.swc	1208.27	6.0	
DS2_260701_wL.CNG.swc	467.2	3.0	
DS1_210802.CNG.swc	559.16	3.0	
DS1_160501.CNG.swc	442.15	4.0	
030213DS2.CNG.swc	864.96	6.0	
031127DS4.CNG.swc	828.54	5.0	
030401DS3.CNG.swc	1176.63	5.0	
030605DS1.CNG.swc	1348.52	6.0	
010626DS1.CNG.swc	883.95	4.0	
DS3_030701_wL.CNG.swc	720.32	6.0	
IF4_140201.CNG.swc	1008.82	5.0	
030626DS1.CNG.swc	543.29	5.0	
DS1_150501_wL.CNG.swc	1059.32	7.0	
030604DS2.CNG.swc	1350.01	5.0	
030626DS2.CNG.swc	1122.69	5.0	
030324DS1.CNG.swc	1276.58	6.0	
DS1_120601.CNG.swc	820.6	5.0	
dZI_6.asc	NA	NA	
vZI_1.asc	NA	NA	
dZI_5.asc	NA	NA	
vZI_3.asc	NA	NA	
cZI_1.asc	NA	NA	
vZI_2.asc	NA	NA	
VPM_1.asc	NA	NA	
dZI_2.asc	NA	NA	
cZI_2.asc	NA	NA	
dZI_4.asc	NA	NA	
dZI_1.asc	NA	NA	
cZI_3.asc	NA	NA	
dZI_3.asc	NA	NA	
970213c.CNG.swc	130.79	5.0	
960816a.CNG.swc	376.49	5.0	
961024d.CNG.swc	517.35	6.0	
960217d.CNG.swc	366.92	5.0	
slm8.CNG.swc	112.28	3.0	
961012d.CNG.swc	195.37	3.0	
970118c.CNG.swc	284.45	4.0	
970219c.CNG.swc	202.97	4.0	
970529c.CNG.swc	22996.1	5.0	
960427c.CNG.swc	134.63	3.0	
960217e.CNG.swc	276.15	4.0	
970212a.CNG.swc	140.19	4.0	
slm7.CNG.swc	150.97	5.0	
960210a.CNG.swc	243.71	4.0	
951021a.CNG.swc	229.86	3.0	
3149401.CNG.swc	252.87	4.0	
951118a.CNG.swc	499.29	5.0	
951121b.CNG.swc	190.45	3.0	
950916b.CNG.swc	2680.59	4.0	
sr10.CNG.swc	243.38	3.0	
961123a.CNG.swc	0.0	3.0	
970212b.CNG.swc	139.52	5.0	
960824a.CNG.swc	9360.16	3.0	
960827b.CNG.swc	210.72	2.0	
12299402.CNG.swc	353.07	5.0	
960816d.CNG.swc	343.15	6.0	
slm6.CNG.swc	252.3	4.0	
960203b.CNG.swc	344.6	6.0	
951014c.CNG.swc	158.82	3.0	
970423a.CNG.swc	0.0	3.0	
960203c.CNG.swc	631.72	7.0	
a960815a.CNG.swc	405.21	7.0	
960427a.CNG.swc	294.1	5.0	
sr1b.CNG.swc	222.72	4.0	
950923b.CNG.swc	225.05	4.0	
960217c.CNG.swc	148.71	4.0	
970211a.CNG.swc	175.4	3.0	
sr11.CNG.swc	169.9	2.0	
slm1a.CNG.swc	590.89	7.0	
970120a.CNG.swc	274.27	3.0	
950916e2.CNG.swc	0.0	4.0	
960401c.CNG.swc	249.5	3.0	
970211c.CNG.swc	0.0	4.0	
960924b.CNG.swc	195.96	2.0	
961203c.CNG.swc	297.64	5.0	
970430a.CNG.swc	0.0	6.0	
970213b.CNG.swc	169.63	6.0	
951005a.CNG.swc	136.19	4.0	
9510052.CNG.swc	153.33	3.0	
970325a.CNG.swc	181.36	3.0	
951220a.CNG.swc	415.4	4.0	
950828b.CNG.swc	191.52	4.0	
951107c.CNG.swc	304.52	4.0	
960210b.CNG.swc	130.14	5.0	
960210c2.CNG.swc	414.97	5.0	
slm9.CNG.swc	19775.7	4.0	
960824c.CNG.swc	207.23	5.0	
sr3.CNG.swc	194.77	3.0	
960427d.CNG.swc	320.43	6.0	
2149402.CNG.swc	0.0	4.0	
960309d.CNG.swc	216.52	3.0	
960325c.CNG.swc	210.2	2.0	
970430c.CNG.swc	113.56	2.0	
960924c.CNG.swc	77.78	3.0	
sr2.CNG.swc	316.01	3.0	
960125a.CNG.swc	392.19	5.0	
HP68N1B.CNG.swc	3770.39	6.0	
HP69N6B.CNG.swc	4397.75	5.0	
J26N5.CNG.swc	12255.4	9.0	
HP71N2B.CNG.swc	2868.74	8.0	
HP70N11B.CNG.swc	2559.42	8.0	
HP57N2A.CNG.swc	2167.61	6.0	
AK15N4.CNG.swc	8982.09	8.0	
